video_id,question,answer,time,frames,Qtype
P01_02,What did he do with the grater?,I don't know,00:01:41.30-00:01:48.40,6078-6504,action
P02_04,What did he do with the spoon?,I don't know,00:00:14.50-00:00:15.92,870-955,action
P02_04,What did he do with the mug?,I don't know,00:01:00.15-00:01:01.07,3609-3664,action
P03_09,What did he do with the knife?,I don't know,00:06:19.23-00:06:22.88,22753-22972,action
P01_06,What did he do with the sponge?,I don't know,00:05:27.03-00:05:28.40,19621-19704,action
P03_02,What did he do with the bin bag?,I don't know,00:02:34.92-00:02:37.40,9295-9444,action
P03_09,What all does he put-up?,I don't know,00:00:14.52-00:00:15.02,871-901,noun
P01_06,What all does he wash?,I don't know,00:01:13.18-00:01:13.84,4390-4430,noun
P02_04,What all does he squeeze?,I don't know,00:01:25.78-00:01:26.59,5146-5195,noun
P01_02,What did he do with the liquid?,I don't know,00:04:59.67-00:05:00.45,17980-18027,action
P02_04,What all does he pick-up?,I don't know,00:03:17.88-00:03:22.26,11872-12135,noun
P03_02,What all does he test?,I don't know,00:00:15.40-00:00:17.18,924-1030,noun
P03_02,What did he do with the squash?,I don't know,00:01:32.55-00:01:34.75,5553-5685,action
P02_04,What did he do with the towel?,I don't know,00:04:14.53-00:04:15.72,15271-15343,action
P01_02,What all does he empty?,I don't know,00:06:53.16-00:06:55.79,24789-24947,noun
P01_02,What did he do with the leftover?,I don't know,00:06:19.80-00:06:21.96,22788-22917,action
P03_09,What all does he move?,I don't know,00:00:47.66-00:00:51.17,2859-3070,noun
P01_02,What did he do with the saucepan?,I don't know,00:05:47.20-00:05:49.20,20832-20952,action
P02_04,What all does he pick-up?,plate,00:05:23.28-00:05:24.13,19396-19447,noun
P01_02,What all does he pour?,I don't know,00:02:05.13-00:02:11.38,7507-7882,noun
P03_02,What all does he rinse?,I don't know,00:06:33.35-00:06:34.59,23601-23675,noun
P03_02,What all does he throw?,I don't know,00:06:30.32-00:06:32.07,23419-23524,noun
P01_07,What all does he pour?,cereal,00:02:25.68-00:02:37.39,8740-9443,noun
P03_02,What all does he empty?,I don't know,00:02:07.71-00:02:10.91,7662-7854,noun
P03_09,What all does he turn-on?,I don't know,00:00:51.55-00:00:52.55,3093-3153,noun
P01_03,What did he do with the bottle?,I don't know,00:01:43.84-00:01:48.85,6230-6531,action
P02_04,What all does he remove?,I don't know,00:03:28.07-00:03:28.76,12484-12525,noun
P01_06,What all does he close?,I don't know,00:05:11.67-00:05:19.90,18700-19194,noun
P03_02,What all does he test?,I don't know,00:01:25.75-00:01:27.03,5145-5221,noun
P02_04,What all does he put?,I don't know,00:05:17.73-00:05:18.80,19063-19128,noun
P03_09,What all does he dry?,I don't know,00:02:41.13-00:02:42.53,9667-9751,noun
P03_09,What did he do with the sponge?,I don't know,00:03:40.12-00:03:42.29,13207-13337,action
P02_04,What did he do with the mug?,I don't know,00:05:14.46-00:05:17.36,18867-19041,action
P01_02,What all does he close?,I don't know,00:00:41.75-00:00:42.63,2505-2557,noun
P01_06,What did he do with the plate?,I don't know,00:04:14.20-00:04:28.66,15252-16119,action
P03_09,What all does he move?,I don't know,00:04:46.53-00:04:55.32,17191-17719,noun
P01_03,What did he do with the cupboard?,I don't know,00:00:27.36-00:00:28.98,1641-1738,action
P01_06,What did he do with the hand?,I don't know,00:00:28.69-00:00:30.69,1721-1841,action
P03_02,What all does he pour?,I don't know,00:00:06.36-00:00:07.18,381-430,noun
P03_02,What all does he place?,I don't know,00:00:33.66-00:00:40.09,2019-2405,noun
P01_06,What all does he empty?,I don't know,00:00:57.12-00:00:59.27,3427-3556,noun
P03_09,What all does he put-in?,I don't know,00:01:33.32-00:01:34.98,5599-5698,noun
P03_09,What all does he wipe?,I don't know,00:00:11.20-00:00:12.52,672-751,noun
P01_02,What did he do with the pan?,I don't know,00:05:25.07-00:05:27.20,19504-19632,action
P02_04,What did he do with the press?,I don't know,00:04:21.71-00:04:22.78,15702-15766,action
P03_09,What did he do with the hob?,I don't know,00:00:21.45-00:00:21.95,1287-1317,action
P03_09,What did he do with the sponge?,I don't know,00:08:04.01-00:08:05.01,29040-29100,action
P01_06,What all does he hang?,I don't know,00:01:21.01-00:01:22.27,4860-4936,noun
P01_07,What did he do with the fridge?,I don't know,00:00:00.71-00:00:01.49,42-89,action
P02_04,What all does he remove?,I don't know,00:04:07.62-00:04:08.73,14857-14923,noun
P01_04,What all does he take?,I don't know,00:01:26.34-00:01:30.61,5180-5436,noun
P03_09,What all does he fill?,I don't know,00:03:40.12-00:03:42.29,13207-13337,noun
P03_02,What all does he fill?,I don't know,00:01:44.80-00:01:45.65,6288-6339,noun
P01_02,What did he do with the drawer?,I don't know,00:06:18.99-00:06:19.74,22739-22784,action
P03_02,What all does he put?,I don't know,00:01:58.95-00:01:59.97,7137-7198,noun
P03_09,What did he do with the kitchen towel?,I don't know,00:07:48.98-00:07:56.36,28138-28581,action
P01_02,What did he do with the leftover?,I don't know,00:07:21.11-00:07:24.94,26466-26696,action
P01_07,What did he do with the tong?,I don't know,00:00:34.19-00:00:37.71,2051-2262,action
P03_09,What all does he open-up?,I don't know,00:00:41.32-00:00:41.99,2479-2519,noun
P03_02,What did he do with the bin bag?,I don't know,00:01:11.73-00:01:12.35,4303-4341,action
P03_02,What did he do with the lunch box?,I don't know,00:00:23.79-00:00:24.60,1427-1476,action
P01_02,What did he do with the tap?,I don't know,00:03:46.66-00:03:48.11,13599-13686,action
P03_02,What did he do with the plate?,I don't know,00:02:07.71-00:02:10.91,7662-7854,action
P03_02,What did he do with the lunch box?,I don't know,00:02:40.31-00:02:41.34,9618-9680,action
P02_04,What did he do with the sponge?,I don't know,00:03:12.11-00:03:15.19,11526-11711,action
P01_02,What did he do with the cloth?,I don't know,00:01:28.08-00:01:29.72,5284-5383,action
P03_09,What did he do with the cupboard?,I don't know,00:03:09.11-00:03:11.30,11346-11478,action
P03_09,What all does he pour-up?,I don't know,00:01:31.49-00:01:33.36,5489-5601,noun
P02_04,What all does he empty?,I don't know,00:03:17.46-00:03:28.14,11847-12488,noun
P03_02,What did he do with the rubbish?,I don't know,00:00:09.66-00:00:10.16,579-609,action
P02_04,What did he do with the glove?,I don't know,00:04:33.24-00:04:33.81,16394-16428,action
P01_07,What all does he put-down?,I don't know,00:01:31.03-00:01:31.87,5461-5512,noun
P03_09,What did he do with the hob?,I don't know,00:06:19.23-00:06:22.88,22753-22972,action
P02_01,What did he do with the sink?,I don't know,00:00:09.99-00:00:11.95,599-717,action
P02_04,What all does he empty?,I don't know,00:04:34.95-00:04:39.35,16497-16761,noun
P02_01,What all does he put?,I don't know,00:00:41.87-00:00:43.74,2512-2624,noun
P03_02,What all does he pour?,bin,00:04:46.11-00:04:48.86,17166-17331,noun
P01_02,What did he do with the chair?,I don't know,00:01:50.75-00:01:52.25,6645-6735,action
P01_02,What did he do with the pan?,I don't know,00:03:50.37-00:03:51.17,13822-13870,action
P01_06,What all does he wipe?,I don't know,00:02:54.76-00:03:13.15,10485-11589,noun
P01_02,What all does he adjust?,I don't know,00:05:34.16-00:05:42.76,20049-20565,noun
P02_04,What did he do with the drawer?,I don't know,00:04:00.15-00:04:01.03,14409-14461,action
P01_06,What did he do with the bin?,I don't know,00:01:34.27-00:01:34.99,5656-5699,action
P03_09,What all does he fill?,I don't know,00:06:16.93-00:06:17.68,22615-22660,noun
P02_04,What did he do with the liquid?,I don't know,00:01:10.65-00:01:14.39,4239-4463,action
P03_02,What did he do with the chocolate?,I don't know,00:01:49.76-00:01:52.69,6585-6761,action
P01_07,What did he do with the soy milk?,I don't know,00:00:56.05-00:00:57.11,3363-3426,action
P01_06,What all does he wipe?,counter,00:07:23.29-00:07:25.15,26597-26709,noun
P03_09,What did he do with the sink?,I don't know,00:00:14.52-00:00:15.02,871-901,action
P03_02,What all does he squeeze?,I don't know,00:06:50.62-00:06:54.62,24637-24877,noun
P02_04,What did he do with the fridge?,I don't know,00:00:14.50-00:00:15.92,870-955,action
P03_09,What all does he put-up?,I don't know,00:01:51.93-00:02:00.43,6715-7225,noun
P01_02,What did he do with the pan?,I don't know,00:05:09.10-00:05:11.17,18546-18670,action
P01_06,What did he do with the cutting board?,I don't know,00:07:02.00-00:07:23.25,25320-26595,action
P01_02,What did he do with the eating board?,I don't know,00:03:08.81-00:03:19.08,11328-11944,action
P02_04,What did he do with the press?,I don't know,00:05:33.81-00:05:34.73,20028-20083,action
P03_09,What did he do with the butter?,I don't know,00:00:08.24-00:00:10.16,494-609,action
P02_04,What did he do with the cupboard?,I don't know,00:04:22.66-00:04:26.81,15759-16008,action
P02_01,What all does he walk-to?,I don't know,00:03:23.78-00:03:25.06,12226-12303,noun
P03_09,What did he do with the kitchen towel?,I don't know,00:00:52.94-00:00:53.84,3176-3230,action
P03_02,What all does he shake?,I don't know,00:01:19.64-00:01:22.39,4778-4943,noun
P01_02,What all does he squeeze?,I don't know,00:07:53.11-00:07:55.52,28386-28531,noun
P02_04,What did he do with the tap?,I don't know,00:02:35.24-00:02:36.58,9314-9394,action
P01_06,What did he do with the sponge?,take,00:00:55.41-00:00:56.22,3324-3373,action
P03_09,What did he do with the butter?,I don't know,00:08:16.35-00:08:18.19,29781-29891,action
P01_06,What did he do with the tap?,open,00:01:02.00-00:01:04.50,3720-3870,action
P01_02,What did he do with the spatula?,I don't know,00:01:35.71-00:01:41.20,5742-6072,action
P03_02,What all does he pick-up?,I don't know,00:03:03.21-00:03:07.65,10992-11259,noun
P03_09,What all does he pour-up?,I don't know,00:10:13.48-00:10:14.60,36808-36876,noun
P02_01,What did he do with the fridge?,I don't know,00:00:41.87-00:00:43.74,2512-2624,action
P01_02,What all does he pour-up?,I don't know,00:01:49.17-00:01:50.91,6550-6654,noun
P01_06,What did he do with the knife?,I don't know,00:06:21.10-00:06:28.50,22866-23310,action
P02_04,What did he do with the tupperware?,I don't know,00:04:21.71-00:04:22.78,15702-15766,action
P02_04,Where did he put the broccoli?,I don't know,00:03:59.17-00:04:00.79,14350-14447,interaction2
P02_01,What all does he return?,I don't know,00:02:06.89-00:02:07.68,7613-7660,noun
P02_04,What did he do with the cutlery?,I don't know,00:04:32.17-00:04:32.93,16330-16375,action
P02_04,What all does he pick?,I don't know,00:02:57.44-00:02:59.16,10646-10749,noun
P01_02,What all does he empty?,I don't know,00:08:13.80-00:08:19.25,29628-29955,noun
P03_09,What did he do with the hob?,I don't know,00:03:01.15-00:03:04.65,10869-11079,action
P02_04,What did he do with the spoon?,I don't know,00:01:20.73-00:01:22.23,4843-4933,action
P02_04,What did he do with the sponge?,I don't know,00:02:19.08-00:02:19.89,8344-8393,action
P03_09,What all does he turn-on?,I don't know,00:02:23.21-00:02:29.88,8592-8992,noun
P02_01,What all does he put?,I don't know,00:01:23.03-00:01:25.25,4981-5115,noun
P01_02,What did he do with the bin?,I don't know,00:01:22.10-00:01:22.92,4926-4975,action
P03_02,What all does he pick-up?,bin bag,00:03:01.61-00:03:03.56,10896-11013,noun
P02_04,What all does he remove?,I don't know,00:06:17.44-00:06:19.99,22646-22799,noun
P01_02,What all does he wipe?,I don't know,00:01:22.10-00:01:22.92,4926-4975,noun
P03_09,What did he do with the side?,I don't know,00:08:25.40-00:08:25.90,30324-30354,action
P03_02,What all does he turn-on?,water,00:03:16.16-00:03:17.41,11769-11844,noun
P01_06,What all does he turn-on?,tap,00:07:25.69-00:07:26.79,26741-26807,noun
P03_09,What did he do with the hand?,I don't know,00:06:16.93-00:06:17.68,22615-22660,action
P01_06,What did he do with the tablecloth?,I don't know,00:05:27.03-00:05:28.40,19621-19704,action
P03_09,What did he do with the lid?,I don't know,00:08:05.61-00:08:06.11,29136-29166,action
P03_09,What all does he put-in?,I don't know,00:04:55.34-00:04:56.48,17720-17788,noun
P01_06,What all does he wash?,sink,00:07:28.75-00:07:49.25,26925-28155,noun
P02_04,What did he do with the water filter?,I don't know,00:05:29.01-00:05:31.41,19740-19884,action
P02_01,What did he do with the water filter?,I don't know,00:01:16.95-00:01:17.87,4617-4672,action
P03_09,What did he do with the excess butter?,I don't know,00:04:32.11-00:04:43.23,16326-16993,action
P01_06,What did he do with the rack?,I don't know,00:08:00.88-00:08:05.89,28852-29153,action
P01_02,What did he do with the spoon?,I don't know,00:08:13.80-00:08:19.25,29628-29955,action
P03_09,What all does he cut?,I don't know,00:08:02.16-00:08:02.91,28929-28974,noun
P02_01,What all does he hold?,I don't know,00:00:49.36-00:00:53.89,2961-3233,noun
P03_02,What did he do with the kitchen towel?,I don't know,00:01:04.92-00:01:05.42,3895-3925,action
P01_02,What all does he rinse?,I don't know,00:01:56.69-00:02:03.94,7001-7436,noun
P02_04,What all does he rinse?,I don't know,00:05:13.23-00:05:13.92,18793-18835,noun
P01_02,What all does he put?,I don't know,00:06:47.61-00:06:53.07,24456-24784,noun
P01_04,What did he do with the liquid?,I don't know,00:00:52.51-00:00:56.16,3150-3369,action
P02_01,What did he do with the coffee?,I don't know,00:02:50.74-00:02:53.55,10244-10413,action
P02_04,What did he do with the knife?,I don't know,00:04:27.77-00:04:28.67,16066-16120,action
P03_09,What did he do with the butter?,I don't know,00:08:25.40-00:08:25.90,30324-30354,action
P01_06,What all does he wash?,I don't know,00:03:34.40-00:03:47.00,12864-13620,noun
P02_04,What did he do with the water filter?,I don't know,00:05:48.87-00:06:16.61,20932-22596,action
P03_09,What did he do with the cupboard?,I don't know,00:05:22.31-00:05:24.68,19338-19480,action
P03_09,What did he do with the sink?,I don't know,00:01:27.71-00:01:28.41,5262-5304,action
P03_02,What all does he pour?,I don't know,00:06:36.57-00:06:37.52,23794-23851,noun
P01_02,What all does he put-down?,plate,00:01:03.16-00:01:04.13,3789-3847,noun
P01_02,What did he do with the sink?,I don't know,00:05:27.80-00:05:33.75,19668-20025,action
P01_06,What did he do with the fork?,I don't know,00:03:46.96-00:04:00.53,13617-14431,action
P03_09,What did he do with the lunch box?,I don't know,00:10:13.48-00:10:14.60,36808-36876,action
P03_02,What all does he put?,I don't know,00:04:24.91-00:04:30.11,15894-16206,noun
P02_01,What did he do with the drawer?,I don't know,00:01:49.47-00:01:52.26,6568-6735,action
P03_09,What did he do with the cheese?,I don't know,00:01:38.45-00:01:39.07,5907-5944,action
P02_04,What did he do with the fridge?,I don't know,00:02:40.55-00:02:44.77,9633-9886,action
P03_02,What all does he fill?,I don't know,00:00:12.21-00:00:14.12,732-847,noun
P03_09,What all does he open-up?,I don't know,00:06:29.50-00:06:40.14,23370-24008,noun
P03_09,What did he do with the fridge?,I don't know,00:01:33.32-00:01:34.98,5599-5698,action
P03_09,What all does he clean?,I don't know,00:01:05.01-00:01:06.84,3900-4010,noun
P02_04,What all does he shake?,I don't know,00:01:04.10-00:01:07.53,3845-4051,noun
P03_09,What did he do with the plate?,I don't know,00:02:49.98-00:02:50.49,10198-10229,action
P03_09,What did he do with the hob?,I don't know,00:04:13.29-00:04:15.29,15197-15317,action
P03_02,What all does he put-down?,I don't know,00:03:00.13-00:03:00.83,10807-10849,noun
P02_01,What did he do with the sink?,I don't know,00:01:50.49-00:01:51.08,6629-6664,action
P03_09,What did he do with the knife?,I don't know,00:10:14.79-00:10:16.27,36887-36976,action
P01_02,What did he do with the fork?,I don't know,00:04:13.77-00:04:21.44,15226-15686,action
P01_06,What all does he fold?,I don't know,00:06:03.00-00:06:03.72,21780-21823,noun
P02_04,What did he do with the jar?,I don't know,00:05:34.83-00:05:38.83,20089-20329,action
P03_02,What did he do with the crisp packet?,I don't know,00:06:30.32-00:06:32.07,23419-23524,action
P02_04,What all does he get?,I don't know,00:05:38.79-00:05:39.67,20327-20380,noun
P02_04,What did he do with the pot?,I don't know,00:03:55.37-00:03:58.60,14122-14316,action
